,First Author First Name,First Author Last Name,Paper Title,Year,Full Paper or WIP?,Session Name,Authors,Link_x,File Name,DOI,Original File Name,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link_y,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 1 Affiliation,Author 1 Country,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
67,Justin,Reich,The Civic Mission of MOOCs: Measuring Engagement across Political Differences in Forums,2016,Full Paper,Global Village,"Justin Reich, Brandon M. Stewart, Kimia Mavon, Dustin Tingley",https://dl.acm.org/doi/pdf/10.1145/2876034.2876045,2016_The Civic Mission of MOOCs: Measuring Engagement across Political Differences in Forums.pdf,10.1145/2876034.2876045,2876034.2876045.pdf,56144824600; 55802499900; 57189383671; 12446550300,The civic mission of MOOCs: Measuring engagement across political differences in forums,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,1,10,9.0,19.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969932175&doi=10.1145%2f2876034.2876045&partnerID=40&md5=62bfb7e272bc458803d5e817f980b08c,Conference paper,Final,,Scopus,2-s2.0-84969932175,Justin,Reich,56144824600,Brandon,Stewart,55802499900,Kimia,Mavon,57189383671,Dustin,Tingley,12446550300,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,United States,Princeton University,United States,Harvard University,United States,Harvard University,United States,,,,,,,,,,,,,,,,
68,Jennifer S.,Kay,The Distributed Esteemed Endorser Review: A Novel Approach to Participant Assessment in MOOCs,2016,WIP,Work in Progress,"Jennifer S. Kay, Tyler J. Nolan, Thomas M. Grello",https://dl.acm.org/doi/pdf/10.1145/2876034.2893396,2016_The Distributed Esteemed Endorser Review: A Novel Approach to Participant Assessment in MOOCs.pdf,10.1145/2876034.2893396,2876034.2893396.pdf,36741749900; 57189378686; 57189382337,The Distributed Esteemed Endorser Review: A novel approach to participant assessment in MOOCs,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,157,160,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988710&doi=10.1145%2f2876034.2893396&partnerID=40&md5=775099fb1e52753ba4571dd2cb4fd4bc,Conference paper,Final,,Scopus,2-s2.0-84969988710,Jennifer S.,Kay,36741749900,Tyler J.,Nolan,57189378686,Thomas M.,Grello,57189382337,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan University,United States,Rowan University,United States,Raytheon,United States,,,,,,,,,,,,,,,,,,
69,Yan,Wang,The Opportunity Count Model: A Flexible Approach to Modeling Student Performance,2016,WIP,Work in Progress,"Yan Wang, Korinn Ostrow, Seth Adjei, Neil T. Heffernan",https://dl.acm.org/doi/pdf/10.1145/2876034.2893382,2016_The Opportunity Count Model: A Flexible Approach to Modeling Student Performance.pdf,10.1145/2876034.2893382,2876034.2893382.pdf,57193818352; 56505202800; 56597749000; 14041775100,The opportunity count model: A flexible approach to modeling student performance,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,113,116,3.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921824&doi=10.1145%2f2876034.2893382&partnerID=40&md5=f9498eb8bfa302fef02207695518e9a2,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969921824,Yan,Wang,57193818352,Korinn,Ostrow,56505202800,Seth,Adjei,56597749000,Neil,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,Edmentum,United States,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,,,,,,,,,,,,,,,,
70,Saijing,Zheng,The Role of Social Media in MOOCs: How to Use Social Media to Enhance Student Retention,2016,Full Paper,Flipped Session - Outside the MOOC,"Saijing Zheng, Kyungsik Han, Mary Beth Rosson, John M. Carroll",https://dl.acm.org/doi/pdf/10.1145/2876034.2876047,2016_The Role of Social Media in MOOCs: How to Use Social Media to Enhance Student Retention.pdf,10.1145/2876034.2876047,2876034.2876047.pdf,55270186100; 55841212800; 7003266859; 7402034833,The role of social media in MOOCs: How to use social media to enhance student retention,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,419,428,9.0,34.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963787&doi=10.1145%2f2876034.2876047&partnerID=40&md5=5a350cd323ab3db12bc407f1fe906452,Conference paper,Final,,Scopus,2-s2.0-84969963787,Saijing,Zheng,55270186100,Kyungsik,Han,55841212800,Mary Beth,Rosson,7003266859,John M.,Carroll,7402034833,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania State University,United States,Ajou University,South Korea,Pennsylvania State University,United States,Pennsylvania State University,United States,,,,,,,,,,,,,,,,
71,David A.,Joyner,The Unexpected Pedagogical Benefits of Making Higher Education Accessible,2016,WIP,Work in Progress,"David A. Joyner, Ashok K. Goel, Charles Lee Isbell Jr.",https://dl.acm.org/doi/pdf/10.1145/2876034.2893383,2016_The Unexpected Pedagogical Benefits of Making Higher Education Accessible.pdf,10.1145/2876034.2893383,2876034.2893383.pdf,35183234600; 7201830074; 6602829236,The unexpected pedagogical benefits of making higher education accessible,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,117,120,3.0,15.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949631&doi=10.1145%2f2876034.2893383&partnerID=40&md5=ce76dfb387f4f900ae4b192d5e76864a,Conference paper,Final,,Scopus,2-s2.0-84969949631,David,Joyner,35183234600,Ashok K.,Goel,7201830074,Charles,Isbell,6602829236,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,
72,Aneesha,Bakharia,Towards Cross-domain MOOC Forum Post Classification,2016,WIP,Work in Progress,Aneesha Bakharia,https://dl.acm.org/doi/pdf/10.1145/2876034.2893427,2016_Towards Cross-domain MOOC Forum Post Classification.pdf,10.1145/2876034.2893427,2876034.2893427.pdf,35483119700,Towards cross-domain MOOC forum post classification,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,253,256,3.0,36.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021252&doi=10.1145%2f2876034.2893427&partnerID=40&md5=19beb81536bb2bd346f4d208f57ee080,Conference paper,Final,,Scopus,2-s2.0-84970021252,Aneesha,Bakharia,35483119700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Queensland,Australia,,,,,,,,,,,,,,,,,,,,,,
73,Judith,Uchidiuno,Understanding ESL Students' Motivations to Increase MOOC Accessibility,2016,WIP,Work in Progress,"Judith Uchidiuno, Amy Ogan, Evelyn Yarzebinski, Jessica Hammer",https://dl.acm.org/doi/pdf/10.1145/2876034.2893398,2016_Understanding ESL Students' Motivations to Increase MOOC Accessibility.pdf,10.1145/2876034.2893398,2876034.2893398.pdf,57189377714; 22433477900; 40662162300; 56597500700,Understanding ESL students' motivations to increase MOOC accessibility,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,169,172,3.0,14.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969931858&doi=10.1145%2f2876034.2893398&partnerID=40&md5=a642cea9817af612402bc6a5e1ff1a50,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84969931858,Judith,Uchidiuno,57189377714,Amy,Ogan,22433477900,Evelyn,Yarzebinski,40662162300,Jessica,Hammer,56597500700,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,Carnegie Mellon University,United States,Carnegie Mellon University,United States,Carnegie Mellon University,United States,,,,,,,,,,,,,,,,
74,Cristóbal,Romero,Using Android Wear for Avoiding Procrastination Behaviours in MOOCs,2016,WIP,Work in Progress,"Cristóbal Romero, Rebeca Cerezo, Jose Antonio Espino, Manuel Bermúdez",https://dl.acm.org/doi/pdf/10.1145/2876034.2893412,2016_Using Android Wear for Avoiding Procrastination Behaviours in MOOCs.pdf,10.1145/2876034.2893412,2876034.2893412.pdf,55865135900; 26649747300; 57189380434; 57189379173,Using Android Wear for avoiding procrastination behaviours in MOOCs,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,193,196,3.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969960040&doi=10.1145%2f2876034.2893412&partnerID=40&md5=2e587bf1c23b2ef62d3d303d163485d8,Conference paper,Final,,Scopus,2-s2.0-84969960040,Cristóbal,Romero,55865135900,Rebeca,Cerezo,26649747300,Jose Antonio,Espino,57189380434,Manuel,Bermudez,57189379173,,,,,,,,,,,,,,,,,,,,,,,,,Universidad de Córdoba,Spain,Universidad de Oviedo,Spain,Universidad de Cordoba,Spain,Universidad de Cordoba,Spain,,,,,,,,,,,,,,,,
75,José A. Ruipérez,Valiente,Using Multiple Accounts for Harvesting Solutions in MOOCs,2016,Full Paper,Learner Modelling,"José A. Ruipérez Valiente, Giora Alexandron, Zhongzhou Chen, David E. Pritchard",https://dl.acm.org/doi/pdf/10.1145/2876034.2876037,2016_Using Multiple Accounts for Harvesting Solutions in MOOCs.pdf,10.1145/2876034.2876037,2876034.2876037.pdf,56013933500; 8945106100; 7409482654; 7201794914,Using multiple accounts for harvesting solutions in MOOCs,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,63,70,7.0,26.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970031391&doi=10.1145%2f2876034.2876037&partnerID=40&md5=9871c14ac68b35b825a851a3e1717286,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84970031391,Jose A.,Ruiperez-Valiente,56013933500,Giora,Alexandron,8945106100,Zhongzhou,Chen,7409482654,David E.,Pritchard,7201794914,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,United States,Weizmann Institute of Science Israel,Israel,University of Central Florida,United States,Massachusetts Institute of Technology,United States,,,,,,,,,,,,,,,,
76,Jennifer,DeBoer,Work in Progress: Student Behaviors Using Feedback in a Blended Physics Undergraduate Classroom,2016,WIP,Work in Progress,"Jennifer DeBoer, Lori Breslow",https://dl.acm.org/doi/pdf/10.1145/2876034.2893421,2016_Work in Progress: Student Behaviors Using Feedback in a Blended Physics Undergraduate Classroom.pdf,10.1145/2876034.2893421,2876034.2893421.pdf,54973771000; 22633386500,Work in progress: Student behaviors using feedback in a blended physics undergraduate classroom,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,229,232,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941397&doi=10.1145%2f2876034.2893421&partnerID=40&md5=f67630721b2066aa955cf8f740dcb15e,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84969941397,Jennifer,DeBoer,54973771000,Lori,Breslow,22633386500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purdue University,United States,Massachusetts Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,
77,Jacob,Whitehill,A Crowdsourcing Approach to Collecting Tutorial Videos - Toward Personalized Learning-at-Scale,2017,WIP,Work in Progress,"Jacob Whitehill, Margo I. Seltzer",https://dl.acm.org/doi/pdf/10.1145/3051457.3053973,2017_A Crowdsourcing Approach to Collecting Tutorial Videos - Toward Personalized Learning-at-Scale.pdf,10.1145/3051457.3053973,3051457.3053973.pdf,24826006100; 7102963606,A crowdsourcing approach to collecting tutorial videos -Toward personalized learning-at-scale,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,157,160,3.0,19.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377546&doi=10.1145%2f3051457.3053973&partnerID=40&md5=1600911db020d22132b652b0a8135bf9,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018377546,Jacob,Whitehill,24826006100,Margo,Seltzer,7102963606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,The University of British Columbia,Canada,,,,,,,,,,,,,,,,,,,,
78,Jill-Jênn,Vie,A Heuristic Method for Large-Scale Cognitive-Diagnostic Computerized Adaptive Testing,2017,WIP,Work in Progress,"Jill-Jênn Vie, Fabrice Popineau, Françoise Tort, Benjamin Marteau, Nathalie Denos",https://dl.acm.org/doi/pdf/10.1145/3051457.3054015,2017_A Heuristic Method for Large-Scale Cognitive-Diagnostic Computerized Adaptive Testing.pdf,10.1145/3051457.3054015,3051457.3054015.pdf,55354364400; 14042375400; 56189611300; 55512752200; 24070304000,A heuristic method for large-scale cognitive-diagnostic computerized adaptive testing,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,323,326,3.0,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394455&doi=10.1145%2f3051457.3054015&partnerID=40&md5=fc4da72ecb07135e11b502181ed16fd7,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018394455,Jill-Jênn,Vie,55354364400,Fabrice,Popineau,14042375400,Françoise,Tort,56189611300,Benjamin,Marteau,55512752200,Nathalie,Denos,24070304000,,,,,,,,,,,,,,,,,,,,,,INRIA Saclay,France,CentraleSupélec,France,École Normale Supérieure Paris-Saclay,France,Numerical Algorithms Group,United Kingdom,Laboratoire d'Informatique de Grenoble,France,,,,,,,,,,,,,,
79,Siyuan,Zhao,A Memory-Augmented Neural Model for Automated Grading,2017,WIP,Work in Progress,"Siyuan Zhao, Yaqiong Zhang, Xiaolu Xiong, Anthony Botelho, Neil T. Heffernan",https://dl.acm.org/doi/pdf/10.1145/3051457.3053982,2017_A Memory-Augmented Neural Model for Automated Grading.pdf,10.1145/3051457.3053982,3051457.3053982.pdf,57194028898; 57194041435; 57199839343; 56597707600; 14041775100,A memory-Augmented neural model for automated grading,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,189,192,3.0,40.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018431172&doi=10.1145%2f3051457.3053982&partnerID=40&md5=baa3a30dca894557e2a0996e4deb1e90,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018431172,Siyuan,Zhao,57194028898,Yaqiong,Zhang,57194041435,Xiaolu,Xiong,57199839343,Anthony,Botelho,56597707600,Neil,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,University of Florida,United States,Worcester Polytechnic Institute,United States,,,,,,,,,,,,,,
80,Jeff,Offutt,A Novel Self-Paced Model for Teaching Programming,2017,WIP,Work in Progress,"Jeff Offutt, Paul Ammann, Kinga Dobolyi, Chris Kauffmann, Jaime Lester, Upsorn Praphamontripong, Huzefa Rangwala, Sanjeev Setia, Pearl Y. Wang, Liz White",https://dl.acm.org/doi/pdf/10.1145/3051457.3053978,2017_A Novel Self-Paced Model for Teaching Programming.pdf,10.1145/3051457.3053978,3051457.3053978.pdf,55375749200; 7007049030; 26648094500; 57194032711; 23975966600; 8304995800; 9737265900; 6701569101; 57194030755; 57194040509,A novel self-paced model for teaching programming,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,177,180,3.0,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018377737&doi=10.1145%2f3051457.3053978&partnerID=40&md5=0a20b88131b727074e946cbdf5cc715e,Conference paper,Final,,Scopus,2-s2.0-85018377737,Jeff,Offutt,55375749200,Paul,Ammann,7007049030,Kinga,Dobolyi,26648094500,Chris,Kauffmann,57194032711,Jaime,Lester,23975966600,Upsorn,Praphamontripong,8304995800,Huzefa,Rangwala,9737265900,Sanjeev,Setia,6701569101,Pearl,Wang,57194030755,Liz,White,57194040509,,,,,,,George Mason University,United States,George Mason University,United States,"George Mason University, Fairfax Campus",United States,"George Mason University, Fairfax Campus",United States,George Mason University,United States,University of Virginia,United States,"Amazon.com, Inc.",United States,George Mason University,United States,"George Mason University, Fairfax Campus",United States,"George Mason University, Fairfax Campus",United States,,,,
81,Assma,Boughoula,A Probabilistic Approach for Discovering Difficult Course Topics Using Clickstream Data,2017,WIP,Work in Progress,"Assma Boughoula, Chase Geigle, ChengXiang Zhai",https://dl.acm.org/doi/pdf/10.1145/3051457.3054010,2017_A Probabilistic Approach for Discovering Difficult Course Topics Using Clickstream Data.pdf,10.1145/3051457.3054010,3051457.3054010.pdf,57194033401; 55637377400; 35232046000,A probabilistic approach for discovering difficult course topics using clickstream data,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,303,306,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018421564&doi=10.1145%2f3051457.3054010&partnerID=40&md5=d7614fcd11801363355184e6f945d536,Conference paper,Final,,Scopus,2-s2.0-85018421564,Assma,Boughoula,57194033401,Chase,Geigle,55637377400,Cheng Xiang,Zhai,35232046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illiois Urbana-Champaign,United States,University of Illinois Urbana-Champaign,United States,University of Illinois Urbana-Champaign,United States,,,,,,,,,,,,,,,,,,
82,Josh,Gardner,A Statistical Framework for Predictive Model Evaluation in MOOCs,2017,WIP,Work in Progress,"Josh Gardner, Christopher Brooks",https://dl.acm.org/doi/pdf/10.1145/3051457.3054002,2017_A Statistical Framework for Predictive Model Evaluation in MOOCs.pdf,10.1145/3051457.3054002,3051457.3054002.pdf,57193776363; 14047887300,A statistical framework for predictive model evaluation in MOOCs,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,269,272,3.0,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018445084&doi=10.1145%2f3051457.3054002&partnerID=40&md5=5affb8b1ced83a8c0dc055aae89fd66f,Conference paper,Final,,Scopus,2-s2.0-85018445084,Josh,Gardner,57193776363,Christopher,Brooks,14047887300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Washington,United States,"University of Michigan, Ann Arbor",United States,,,,,,,,,,,,,,,,,,,,
83,Lauren,Fratamico,A Visual Approach towards Knowledge Engineering and Understanding How Students Learn in Complex Environments,2017,Full Paper,Engineering Learning Environments,"Lauren Fratamico, Sarah Perez, Ido Roll",https://dl.acm.org/doi/pdf/10.1145/3051457.3051468,2017_A Visual Approach towards Knowledge Engineering and Understanding How Students Learn in Complex Environments.pdf,10.1145/3051457.3051468,3051457.3051468.pdf,56024878700; 57194037853; 8987398200,A visual approach towards knowledge engineering and understanding how students learn in complex environments,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,13,22,9.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018428477&doi=10.1145%2f3051457.3051468&partnerID=40&md5=8b1cd1dbd7ff2b67e29aeed43a7356e6,Conference paper,Final,,Scopus,2-s2.0-85018428477,Lauren,Fratamico,56024878700,Sarah,Perez,57194037853,Ido,Roll,8987398200,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twitter, Inc.",United States,Iowa State University,United States,Technion - Israel Institute of Technology,Israel,,,,,,,,,,,,,,,,,,
84,Wissam,Halimi,Access to Massive Open Online Labs through a MOOC,2017,WIP,Work in Progress,"Wissam Halimi, Christophe Salzmann, Denis Gillet",https://dl.acm.org/doi/pdf/10.1145/3051457.3054017,2017_Access to Massive Open Online Labs through a MOOC.pdf,10.1145/3051457.3054017,3051457.3054017.pdf,56514160400; 7004272320; 57203238151,Access to massive open online labs through a MOOC,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,331,334,3.0,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018451247&doi=10.1145%2f3051457.3054017&partnerID=40&md5=e9d8cb154872f8d004821e2f08c133de,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018451247,Wissam,Halimi,56514160400,Christophe,Salzmann,7004272320,Denis,Gillet,57203238151,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecole Polytechnique Fédérale de Lausanne,Switzerland,Ecole Polytechnique Fédérale de Lausanne,Switzerland,Ecole Polytechnique Fédérale de Lausanne,Switzerland,,,,,,,,,,,,,,,,,,
85,Vijaya,Dommeti,Applying and Exploring Bayesian Hypothesis Testing for Large Scale Experimentation in Online Tutoring Systems,2017,WIP,Work in Progress,"Vijaya Dommeti, Douglas Selent",https://dl.acm.org/doi/pdf/10.1145/3051457.3053992,2017_Applying and Exploring Bayesian Hypothesis Testing for Large Scale Experimentation in Online Tutoring Systems.pdf,10.1145/3051457.3053992,3051457.3053992.pdf,57195643963; 56335563500,Applying and exploring Bayesian hypothesis testing for large scale experimentation in online tutoring systems,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,229,232,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018380983&doi=10.1145%2f3051457.3053992&partnerID=40&md5=08b2fe9518894555848ca38acefc7971,Conference paper,Final,,Scopus,2-s2.0-85018380983,Vijaya,Dommeti,57195643963,Douglas,Selent,56335563500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malineni Perumallu Educational society's group of institutions,India,Worcester Polytechnic Institute,United States,,,,,,,,,,,,,,,,,,,,
